EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,T
24,48,0,0,0,1,1,0,0,16,0,6.90575,2
25,48,0,0,0,1,1,0,0,16,0,7.46737,3
26,49,0,0,0,1,1,0,0,16,0,7.50384,4
27,45,0,0,0,1,1,0,0,16,0,7.58579,5
28,48,0,0,0,1,1,0,0,16,0,7.66388,6
29,47,0,1,0,1,1,0,0,16,0,7.46737,7
4,51,0,0,0,0,0,0,0,16,0,6.43775,1
5,51,0,0,0,0,0,0,0,16,0,6.62007,2
6,51,0,0,0,0,0,0,0,16,0,6.62007,3
7,50,0,0,0,0,0,0,0,16,0,6.77422,4
8,51,0,0,0,0,0,0,0,16,0,7.1309,5
9,49,0,0,0,1,0,0,0,16,0,7.1507,6
10,49,0,0,0,1,1,0,0,16,0,7.24423,7
10,44,1,1,1,0,1,0,1,9,0,6.23048,1
11,48,1,1,1,0,1,0,1,9,0,6.33328,2
12,48,1,1,1,0,1,0,1,9,0,6.36475,3
13,49,1,1,1,0,1,0,1,9,0,6.45047,4
14,48,1,1,1,0,1,0,1,9,0,6.57228,5
15,38,1,1,1,0,1,0,1,9,0,6.99393,6
16,52,1,1,1,0,1,0,1,9,0,7.21891,7
15,46,1,1,0,0,1,0,0,8,0,5.8861,1
16,44,1,0,0,0,1,0,0,8,0,5.78383,2
17,45,1,0,0,0,1,0,0,8,0,5.99146,3
18,51,1,0,0,0,1,0,0,8,0,6.10925,4
19,50,1,0,0,0,1,0,0,8,0,6.32077,5
20,50,1,0,0,0,1,0,0,8,0,6.43775,6
21,49,1,0,0,0,1,0,0,8,0,6.50578,7
35,47,0,1,0,1,1,0,0,16,0,6.72143,1
36,45,0,1,0,1,1,0,0,16,0,6.68085,2
37,48,0,1,0,1,1,0,0,16,0,6.72623,3
38,47,0,1,0,1,1,0,0,16,0,6.8773,4
39,47,0,1,0,1,1,0,0,16,0,6.8773,5
40,47,0,1,0,1,1,0,0,16,0,6.9613,6
41,47,0,1,0,1,1,0,0,16,0,7.10906,7
34,50,1,1,0,1,1,0,0,12,0,6.37161,1
35,49,1,1,0,1,1,0,0,12,0,6.47697,2
36,49,1,1,0,1,1,0,0,12,0,6.58617,3
37,49,1,1,0,1,1,0,0,12,0,6.68461,4
38,48,1,1,0,1,1,0,0,12,0,6.81344,5
39,48,1,1,0,1,1,0,0,12,0,6.8773,6
40,48,1,1,0,1,1,0,0,12,0,6.96602,7
7,49,0,1,0,1,1,0,0,14,0,6.23048,1
8,50,0,1,0,1,1,0,0,14,0,6.30992,2
9,49,0,1,0,1,1,0,0,14,0,6.39693,3
10,49,0,1,0,0,1,0,0,14,0,6.62007,4
11,49,0,1,0,0,1,0,0,14,0,6.77422,5
12,48,0,1,0,0,1,0,0,14,0,6.74993,6
13,48,0,1,0,0,1,0,0,14,0,7.17012,7
19,48,0,0,0,1,1,0,0,16,0,6.77422,1
20,49,0,1,0,1,1,0,0,16,0,6.90575,2
21,49,0,1,0,1,1,0,0,16,0,7.31322,3
22,49,0,0,0,1,1,0,0,16,0,7.49554,4
23,49,0,0,0,1,1,0,0,16,0,6.91374,5
24,49,0,1,0,1,1,0,0,16,0,7.10988,6
25,49,0,0,0,1,1,0,0,16,0,7.39817,7
36,48,0,1,0,0,1,0,0,15,0,6.90575,1
37,48,0,1,0,0,1,0,0,15,0,6.90575,2
38,48,0,1,0,0,1,0,0,15,0,7.1309,3
39,48,0,1,0,0,1,0,0,15,0,7.17012,4
40,48,0,1,0,0,1,0,0,15,0,7.24423,5
41,48,0,1,0,0,1,0,0,15,0,7.31322,6
42,48,0,1,0,0,1,0,0,15,0,7.40853,7
12,47,0,1,0,0,1,0,0,12,0,6.47697,1
13,48,0,1,0,0,1,0,0,12,0,6.61338,2
14,48,0,1,0,0,1,0,0,12,0,6.72143,3
15,48,0,0,0,0,1,0,0,12,0,7.00307,4
16,47,0,1,0,0,1,0,0,12,0,7.00307,5
17,49,0,1,0,0,1,0,0,12,0,7.19818,6
18,47,0,1,0,0,1,0,0,12,0,7.21008,7
4,45,1,0,0,1,1,0,0,14,0,5.75257,1
5,50,0,0,0,1,1,0,0,14,0,5.75257,2
6,50,0,0,0,1,1,0,0,14,0,6.23441,3
7,47,0,0,0,1,1,0,0,14,0,6.47697,4
8,51,0,0,0,1,1,0,0,14,0,6.62007,5
9,50,0,0,0,1,1,0,0,14,0,6.95655,6
10,49,0,0,0,1,1,0,0,14,0,6.86693,7
6,36,0,0,0,1,1,0,1,16,0,6.53669,1
7,36,0,0,0,1,1,0,1,16,0,6.84162,2
8,36,0,0,0,1,1,0,1,16,0,6.68461,3
9,36,0,0,0,1,0,0,1,16,0,6.84055,4
10,39,0,0,0,1,0,0,1,16,0,6.90776,5
11,36,0,0,0,1,0,0,1,16,0,6.85646,6
12,37,0,0,0,1,0,0,1,16,0,6.90776,7
16,48,1,0,0,1,1,0,1,12,0,6.27099,1
17,37,1,1,0,1,1,0,1,12,0,6.53959,2
18,32,1,1,0,1,1,0,1,12,0,6.56667,3
19,47,1,1,0,1,1,0,1,12,0,6.59578,4
20,40,1,1,0,1,1,0,1,12,0,6.83841,5
21,42,1,1,0,1,1,0,1,12,0,6.94022,6
22,5,1,1,0,1,1,0,1,12,0,6.80351,7
20,50,1,0,1,0,1,0,0,16,0,6.30992,1
21,50,1,0,1,0,1,0,0,16,0,6.43294,2
22,46,1,0,1,0,1,0,0,16,0,6.48158,3
23,49,1,0,1,0,1,0,0,16,0,6.60665,4
24,50,1,0,1,0,1,0,0,16,0,6.63332,5
25,48,0,0,1,0,1,0,0,16,0,6.74524,6
26,46,1,0,1,0,1,0,0,16,0,6.82763,7
4,50,1,0,1,0,1,0,0,8,1,5.4161,1
5,44,1,0,1,0,1,0,0,8,1,5.45959,2
6,48,1,0,1,0,1,0,0,8,1,5.45959,3
7,43,1,0,1,0,0,0,0,8,1,5.57973,4
8,6,1,0,1,0,0,0,0,8,1,5.70378,5
9,6,1,0,1,0,0,0,0,8,1,5.70378,6
10,35,1,0,1,0,0,0,0,8,1,5.70378,7
13,49,1,0,0,1,1,0,0,12,0,6.22456,1
14,37,1,0,0,1,1,0,0,12,0,6.30992,2
15,49,1,0,0,1,1,0,0,12,0,6.30992,3
16,48,1,0,0,1,1,0,0,12,0,6.38519,4
17,22,1,0,0,1,1,0,0,12,0,6.43455,5
18,50,1,0,0,1,1,0,0,12,0,6.55108,6
19,48,1,0,0,1,0,0,0,12,0,6.68461,7
12,50,0,0,1,1,0,0,0,17,0,6.74524,1
13,44,0,0,1,1,0,0,0,17,0,6.72743,2
14,50,0,0,1,1,0,0,0,17,0,6.88244,3
15,45,0,0,1,1,1,0,0,17,0,6.92756,4
16,44,0,0,1,1,0,0,0,17,0,6.89972,5
17,51,0,0,1,1,0,0,0,17,0,7.02731,6
18,49,0,0,1,1,0,0,0,17,0,7.1309,7
3,49,0,0,0,1,1,0,0,16,0,6.52209,1
4,46,0,0,0,1,1,0,0,16,0,6.68461,2
5,48,0,0,0,1,1,0,0,16,0,6.80239,3
6,48,0,0,0,1,1,0,0,16,0,7.00307,4
7,48,0,0,0,1,1,0,0,16,0,7.00307,5
8,48,0,0,0,1,1,0,0,16,0,7.27932,6
9,48,0,1,0,1,1,0,0,16,0,7.37776,7
33,47,0,0,0,0,1,0,0,13,0,6.65286,1
34,47,0,0,0,0,1,0,0,13,0,6.77422,2
35,47,0,0,0,0,1,0,0,13,0,6.80239,3
36,47,0,0,0,0,1,0,0,13,0,6.85646,4
37,48,0,0,0,0,1,0,0,13,0,7.00307,5
38,48,1,0,0,0,1,0,0,13,0,7.09008,6
39,48,1,0,0,0,1,0,0,13,0,7.06902,7
8,48,1,1,0,0,1,0,1,12,0,6.54535,1
9,51,0,1,0,0,1,0,1,12,0,6.45362,2
10,49,0,1,0,0,1,0,1,12,0,6.57786,3
11,49,0,1,0,0,1,0,1,12,0,6.67456,4
12,50,1,1,0,0,1,0,1,12,0,6.77308,5
13,50,0,1,0,0,1,0,1,12,0,6.86901,6
14,50,1,1,0,0,1,0,1,12,0,6.90776,7
29,46,1,1,0,1,1,0,0,12,0,6.63857,1
30,47,1,1,0,1,1,0,0,12,0,6.68461,2
31,47,1,1,0,1,1,0,0,12,0,6.7334,3
32,47,1,1,0,1,1,0,0,12,0,6.88244,4
33,47,1,1,0,1,1,0,0,12,0,6.9256,5
34,47,1,1,0,1,1,0,0,12,0,7.04141,6
35,47,1,1,0,1,1,0,0,12,0,7.08841,7
30,49,0,1,0,0,1,0,0,12,0,6.55108,1
31,49,0,1,0,0,1,0,0,12,0,6.58617,2
32,49,0,0,0,0,1,0,0,12,0,6.65286,3
33,52,0,1,0,0,1,0,0,12,0,6.43775,4
34,48,0,1,0,0,1,0,0,12,0,6.62007,5
35,50,0,1,0,0,1,0,0,12,0,6.80239,6
36,49,1,1,0,0,1,0,1,12,0,6.68461,7
25,38,0,0,0,1,1,0,1,17,0,6.62007,1
26,40,0,0,0,1,1,0,1,17,0,6.80239,2
27,39,0,0,0,1,1,0,1,17,0,6.85646,3
28,38,0,0,0,1,1,0,1,17,0,6.90776,4
29,39,0,0,0,1,1,0,1,17,0,6.95655,5
30,39,0,0,0,1,1,0,1,17,0,7.09008,6
31,35,0,0,0,1,1,0,1,17,0,7.1507,7
9,50,1,0,0,0,1,0,0,12,0,6.10925,1
10,52,1,0,0,0,1,0,0,12,0,6.21461,2
11,52,1,0,0,0,1,0,0,12,0,6.21461,3
12,52,1,0,0,0,1,0,0,12,0,6.5582,4
13,52,1,0,0,0,1,0,0,12,0,6.66568,5
14,46,1,0,0,0,1,0,0,12,0,6.86171,6
15,52,1,0,0,0,1,0,0,12,0,6.97073,7
8,50,1,0,0,1,1,0,0,12,0,5.743,1
9,38,1,0,0,1,1,0,0,12,0,6.05209,2
10,49,0,0,0,1,1,0,0,12,0,6.07993,3
11,49,1,0,0,1,1,0,0,12,0,6.30992,4
12,51,1,0,0,1,1,0,0,12,0,6.39693,5
13,51,1,0,0,1,1,0,0,12,0,6.47697,6
14,49,1,0,0,1,0,0,0,12,0,6.51471,7
10,50,1,1,1,1,1,0,1,12,0,6.04025,1
11,52,1,1,1,1,1,0,1,12,0,6.18415,2
12,51,1,1,1,1,1,0,1,12,0,6.21461,3
13,49,1,1,1,1,1,0,1,12,0,6.30992,4
14,49,1,1,1,1,1,0,1,12,0,6.4552,5
15,50,1,1,1,1,1,0,1,12,0,6.52209,6
16,49,1,1,1,1,1,0,1,12,0,6.64249,7
10,49,1,1,1,1,0,1,0,11,1,6.07304,1
11,46,1,1,1,1,0,1,0,11,1,6.19441,2
12,50,1,1,1,1,0,1,0,11,1,6.31897,3
13,50,1,1,1,1,0,1,0,11,1,6.39526,4
14,46,1,1,1,1,0,1,0,11,1,6.47697,5
15,45,1,1,1,1,0,1,0,11,1,6.59715,6
16,41,1,1,1,1,0,1,0,11,1,6.69208,7
37,50,1,1,0,0,1,0,1,12,0,6.17794,1
38,50,1,1,0,0,1,0,1,12,0,6.31716,2
39,50,1,1,0,0,1,0,1,12,0,6.41182,3
40,50,1,1,0,0,1,0,1,12,0,6.39693,4
41,40,1,1,0,0,1,0,1,12,0,6.51471,5
42,48,1,1,0,0,1,0,1,12,0,6.61338,6
43,45,1,1,0,0,1,0,1,12,0,6.67834,7
10,50,0,0,0,1,1,0,0,15,0,6.71538,1
11,48,0,0,0,1,1,0,0,15,0,6.78559,2
12,48,0,0,0,1,1,0,0,15,0,6.88449,3
13,47,0,0,0,1,1,0,0,15,0,7.00307,4
14,43,0,0,0,1,1,0,0,15,0,7.09008,5
15,49,0,0,0,1,1,0,0,15,0,7.17012,6
16,48,0,0,0,1,1,0,0,15,0,7.29302,7
10,20,1,0,0,0,0,1,0,10,0,5.01064,1
11,30,1,0,0,0,0,1,0,10,0,5.01064,2
12,36,1,0,0,0,0,1,0,10,0,5.52146,3
13,52,1,0,0,0,0,1,0,10,0,5.66988,4
14,52,1,0,0,0,0,1,0,10,0,5.73657,5
15,29,1,0,0,0,0,1,0,10,0,5.81413,6
16,40,1,0,0,0,0,1,0,10,0,5.81413,7
3,40,0,0,0,1,1,0,0,17,0,6.23245,1
4,42,0,0,0,1,1,0,0,17,0,6.57925,2
5,44,0,0,0,1,1,0,1,17,0,6.65286,3
6,48,0,0,0,1,1,0,1,17,0,6.74524,4
7,48,0,0,0,1,1,0,0,17,0,7.49554,5
8,48,0,0,0,1,1,0,0,17,0,8.16052,6
9,50,0,0,0,1,1,0,0,17,0,8.3082,7
25,50,0,0,1,0,1,0,0,17,0,6.90575,1
26,50,0,0,1,0,1,0,0,17,0,6.90575,2
27,51,0,0,1,0,1,0,0,17,0,7.40853,3
28,51,0,0,1,0,1,0,0,17,0,7.46737,4
29,51,0,0,1,0,1,0,0,17,0,7.52294,5
30,49,0,0,1,0,1,0,0,17,0,7.46737,6
31,50,0,0,1,0,1,0,0,17,0,7.57558,7
24,39,1,0,1,0,1,0,0,9,0,5.67332,1
25,47,1,0,1,0,1,0,0,9,0,5.7462,2
26,49,1,0,1,0,1,0,0,9,0,5.82895,3
27,50,1,0,1,0,1,0,0,9,0,6.07993,4
28,52,1,0,1,0,1,0,0,9,0,5.99146,5
29,49,1,0,1,0,1,0,0,9,0,5.99146,6
30,49,1,0,1,0,1,0,0,9,0,6.13773,7
12,51,1,0,0,1,0,0,0,12,1,5.99146,1
13,51,1,0,0,1,0,0,0,12,1,5.92693,2
14,50,1,0,0,1,0,0,0,12,1,6.07993,3
15,49,0,0,0,1,0,0,0,12,1,6.07993,4
16,45,0,0,0,1,0,0,0,12,1,6.2634,5
17,52,0,0,0,1,0,0,0,12,1,6.43775,6
18,28,0,0,0,1,0,0,0,12,1,6.55108,7
10,48,0,1,0,1,1,0,0,16,0,6.90575,1
11,47,0,1,0,1,1,0,0,16,0,6.90575,2
12,47,0,1,0,1,1,0,0,16,0,7.22766,3
13,46,0,1,0,1,1,0,0,16,0,7.29302,4
14,48,0,1,0,1,1,0,0,16,0,7.33368,5
15,49,0,0,0,1,1,0,0,16,0,7.57353,6
16,50,0,0,0,1,1,0,0,16,0,7.27101,7
28,48,0,1,0,1,1,0,0,16,0,6.90575,1
29,46,0,1,0,1,1,0,0,16,0,6.90575,2
30,46,0,1,0,1,1,0,0,16,0,7.34601,3
31,49,0,1,0,1,1,0,0,16,0,7.31322,4
32,44,0,1,0,1,1,0,0,16,0,7.55486,5
33,48,0,1,0,1,1,0,0,16,0,7.71869,6
34,43,0,1,0,1,1,0,0,16,0,7.69621,7
5,28,1,1,0,1,0,0,1,12,0,6.08222,1
6,40,0,1,0,1,0,0,1,12,0,6.51323,2
7,29,1,1,0,1,0,0,1,12,0,6.62141,3
8,46,1,1,0,1,0,0,1,12,0,6.6995,4
9,48,1,1,0,1,0,0,1,12,0,6.79571,5
10,49,1,1,0,1,0,0,1,12,0,6.89669,6
11,48,1,1,0,1,0,0,1,12,0,6.99668,7
3,49,0,0,0,1,0,1,0,12,0,5.96615,1
4,50,0,0,0,1,0,1,0,12,0,6.11147,2
5,48,0,0,0,1,0,1,0,12,0,6.17379,3
6,49,0,0,0,1,0,1,0,12,0,6.22059,4
7,48,0,0,0,1,0,1,0,12,0,6.28972,5
8,50,0,0,0,1,0,1,0,12,0,6.36475,6
9,49,0,0,0,1,0,1,0,12,0,6.72743,7
4,50,1,0,0,0,1,0,0,14,0,6.43615,1
5,50,0,0,0,0,1,0,0,14,0,6.65929,2
6,50,0,0,0,0,1,0,0,14,0,6.74524,3
7,50,0,0,0,0,1,0,0,14,0,6.85646,4
8,50,0,0,0,0,1,0,0,14,0,6.90776,5
9,49,0,0,0,0,1,0,0,14,0,7.1333,6
10,47,0,0,0,0,1,0,0,14,0,7.21891,7
19,49,0,0,0,1,0,1,0,15,0,6.77422,1
20,51,0,0,0,1,0,1,0,15,0,6.82546,2
21,48,0,0,0,1,0,1,0,15,0,6.07993,3
22,49,0,0,0,1,0,1,0,15,0,6.90776,4
23,47,0,0,0,1,0,1,0,15,0,6.21461,5
24,52,0,0,0,1,0,1,0,15,0,6.70073,6
25,50,0,0,0,1,0,1,0,15,0,6.59304,7
3,49,1,1,0,0,1,0,0,9,0,6.10032,1
4,48,1,1,0,0,1,0,0,9,0,6.15698,2
5,49,1,1,0,0,1,0,0,9,0,6.24222,3
6,50,1,1,0,0,1,0,0,9,0,6.38351,4
7,51,1,1,0,0,1,0,0,9,0,6.42487,5
8,47,1,1,0,0,1,0,0,9,0,6.57228,6
9,49,1,1,0,0,1,0,0,9,0,6.75693,7
20,47,1,0,0,0,1,0,0,16,0,5.7462,1
21,47,1,0,0,0,1,0,0,16,0,5.92693,2
22,49,1,0,0,0,1,0,0,16,0,6.01616,3
23,50,1,0,0,0,1,0,0,16,0,5.94803,4
24,46,1,0,0,0,1,0,0,16,0,6.05209,5
25,48,1,0,0,0,1,0,0,16,0,6.32436,6
26,49,1,0,0,0,1,0,0,16,0,6.3699,7
11,48,0,0,0,1,1,0,0,12,0,6.28972,1
12,48,0,0,0,1,1,0,0,12,0,6.39693,2
13,50,0,0,0,0,1,0,0,12,0,6.54535,3
14,50,0,0,0,1,1,0,0,12,0,6.73102,4
15,51,0,0,0,1,1,0,0,12,0,7.49332,5
16,50,0,0,0,1,1,0,0,12,0,6.73102,6
17,50,0,0,0,1,1,0,0,12,0,6.98286,7
14,46,1,1,1,0,1,0,1,12,0,6.55108,1
15,26,0,1,1,0,1,0,0,12,0,6.86693,2
16,50,0,1,1,0,1,0,0,12,0,6.9256,3
17,49,0,1,1,0,1,0,0,12,0,7.06476,4
18,49,1,1,1,0,1,0,0,12,0,7.1309,5
19,49,1,1,1,0,1,0,0,12,0,7.43838,6
20,32,1,1,1,0,1,0,1,12,0,7.14441,7
8,51,1,0,1,0,1,1,0,14,0,5.85793,1
9,51,1,0,1,0,1,1,0,14,0,5.8861,2
10,51,1,0,1,0,1,1,0,14,0,5.99146,3
11,50,1,0,1,0,1,1,0,14,0,6.02828,4
12,50,1,0,1,0,1,1,0,14,0,6.10925,5
13,50,1,0,1,0,0,1,0,14,0,6.16331,6
14,51,1,0,1,0,0,1,0,14,0,6.21461,7
10,36,1,0,1,0,0,1,0,8,0,5.42053,1
11,36,1,0,1,0,0,1,0,8,0,5.51745,2
12,39,1,0,1,0,0,1,0,8,0,5.19296,3
13,36,1,0,1,0,0,1,0,8,0,5.34711,4
14,35,1,0,1,0,0,1,0,8,0,5.64191,5
15,38,1,0,1,0,0,1,0,8,0,5.65948,6
16,41,1,0,1,0,0,1,0,8,0,5.75257,7
25,47,1,1,0,1,1,0,0,12,0,6.55393,1
26,47,1,1,0,1,1,0,0,12,0,6.71538,2
27,47,1,1,0,1,1,0,0,12,0,6.62407,3
28,47,1,1,0,1,1,0,0,12,0,6.83087,4
29,47,1,1,0,1,1,0,0,12,0,6.95655,5
30,47,1,1,0,1,1,0,1,12,0,6.7901,6
31,47,1,1,0,1,1,0,1,12,0,7.09008,7
23,48,1,0,0,0,1,0,1,12,0,6.55108,1
24,49,1,0,0,0,1,0,1,12,0,6.62007,2
25,48,1,0,0,0,1,0,1,12,0,6.70564,3
26,48,1,0,0,0,1,0,1,12,0,6.78559,4
27,46,1,0,0,0,1,0,1,12,0,6.88857,5
28,46,1,0,0,0,1,0,1,12,0,7.0076,6
29,47,1,0,0,0,1,0,1,12,0,7.11233,7
35,45,1,0,0,1,1,0,0,12,0,6.80239,1
36,45,1,0,0,1,1,0,0,12,0,6.85646,2
37,45,1,0,0,1,1,0,0,12,0,6.98008,3
38,46,1,0,0,1,1,0,0,12,0,7.09589,4
39,44,1,0,0,1,1,0,0,12,0,7.48829,5
40,44,1,0,0,1,1,0,0,12,0,7.45124,6
41,30,1,1,0,1,1,0,1,12,0,7.47873,7
22,47,1,0,0,1,0,0,1,12,0,6.90575,1
23,49,1,0,0,1,1,0,1,12,0,6.90575,2
24,45,1,0,0,1,1,0,1,12,0,7.11639,3
25,26,1,0,0,1,1,0,1,12,0,7.07412,4
26,22,1,0,0,1,1,0,1,12,0,7.0579,5
27,48,1,0,0,1,1,0,1,12,0,7.02643,6
28,42,1,0,0,1,1,0,1,12,0,7.26263,7
10,49,0,0,0,1,1,0,0,12,0,6.62007,1
11,48,0,0,0,1,1,0,0,12,0,6.62007,2
12,48,0,0,0,1,1,0,0,12,0,6.83303,3
13,48,0,0,0,1,1,0,0,12,0,6.9256,4
14,47,0,0,0,1,1,0,0,12,0,7.02376,5
15,46,0,0,0,1,1,0,0,12,0,7.06305,6
16,48,0,0,0,1,1,0,0,12,0,7.18311,7
23,48,0,0,0,1,1,0,0,17,0,6.90575,1
24,48,0,0,0,0,1,0,0,17,0,6.90575,2
25,49,0,0,0,0,1,0,0,17,0,7.04752,3
26,48,0,0,0,0,1,0,0,17,0,7.09008,4
27,48,0,0,0,0,1,0,0,17,0,7.1309,5
28,48,0,0,0,0,1,0,0,17,0,6.99942,6
29,49,0,0,0,0,1,0,0,17,0,7.01481,7
6,51,1,1,1,0,1,0,0,9,0,6.09582,1
7,51,1,1,1,0,1,0,0,9,0,6.29157,2
8,50,1,1,1,0,1,0,0,9,0,6.40523,3
9,50,1,1,1,0,1,0,0,9,0,6.62007,4
10,49,1,1,1,0,1,0,0,9,0,6.71901,5
11,50,1,1,1,0,1,0,0,9,0,6.82546,6
12,50,1,1,1,0,1,0,0,9,0,6.95464,7
25,50,1,1,1,0,1,0,1,6,0,6.10032,1
26,51,1,1,1,0,1,0,1,6,0,6.29157,2
27,51,1,1,1,0,1,0,1,6,0,6.29157,3
28,51,1,1,1,0,1,0,1,6,0,6.37161,4
29,44,1,1,1,0,1,0,1,6,0,6.47389,5
30,41,1,1,1,0,1,0,1,6,0,6.54679,6
31,42,1,1,1,0,1,0,1,6,0,6.5903,7
6,48,0,1,0,1,1,0,1,12,0,6.286,1
7,49,0,1,0,1,1,0,1,12,0,6.4599,2
8,42,0,1,0,1,1,0,1,12,0,6.54965,3
9,15,0,1,0,1,1,0,1,12,0,6.64639,4
10,44,0,1,0,1,1,0,1,12,0,6.76849,5
11,47,1,1,0,1,1,0,1,12,0,6.84162,6
12,44,0,1,0,1,1,0,1,12,0,6.94794,7
32,48,0,0,0,1,1,0,0,16,0,6.90575,1
33,49,0,0,0,1,1,0,0,16,0,6.90575,2
34,50,0,0,0,1,1,0,0,16,0,7.36518,3
35,48,0,0,0,1,1,0,0,16,0,7.42476,4
36,49,0,0,0,1,1,0,0,16,0,7.46737,5
37,52,0,0,0,1,1,0,0,16,0,7.28139,6
38,50,0,0,0,1,1,0,0,16,0,7.49332,7
11,47,1,0,0,0,1,0,1,12,0,6.54965,1
12,45,1,0,0,0,1,0,1,12,0,6.83518,2
13,48,1,0,0,0,1,0,1,12,0,6.79794,3
14,48,1,0,0,0,1,0,1,12,0,6.80128,4
15,48,1,0,0,0,1,0,1,12,0,6.91075,5
16,51,1,1,0,0,1,0,1,12,0,6.69084,6
17,49,1,1,0,0,1,0,1,12,0,6.47697,7
11,52,0,1,1,1,1,0,0,16,0,6.44572,1
12,50,0,1,1,1,1,0,0,16,0,6.62007,2
13,50,0,1,1,1,1,0,0,16,0,6.69703,3
14,50,0,1,1,1,1,0,0,16,0,6.82979,4
15,50,0,1,1,1,1,0,0,16,0,6.90776,5
16,51,0,1,1,1,1,0,0,16,0,6.72263,6
17,52,0,1,1,1,1,0,0,16,0,6.72022,7
7,46,1,0,1,0,1,0,0,9,0,6.05209,1
8,50,1,0,1,0,1,0,0,9,0,6.21461,2
9,49,1,0,1,0,1,0,0,9,0,6.43775,3
10,48,1,0,1,0,1,0,0,9,0,6.58617,4
11,50,1,0,1,0,1,0,0,9,0,6.68461,5
12,50,1,0,1,0,1,0,0,9,0,6.74524,6
13,40,1,0,1,0,1,0,0,9,0,6.90776,7
20,50,1,1,1,0,0,1,0,7,0,5.53339,1
21,50,1,1,1,0,0,1,0,7,0,5.82008,2
22,50,1,1,1,0,0,1,0,7,0,5.8999,3
23,50,1,1,1,0,0,1,0,7,0,5.97635,4
24,49,1,1,1,0,0,1,0,7,0,6.05209,5
25,48,1,1,1,0,0,1,0,7,0,6.12905,6
26,39,1,1,1,0,0,1,0,7,0,6.21261,7
29,47,0,1,0,0,1,0,0,12,0,6.68461,1
30,48,0,1,0,0,1,0,0,12,0,6.68461,2
31,47,0,1,0,0,1,0,0,12,0,6.77422,3
32,45,0,1,0,0,1,0,0,12,0,6.84588,4
33,45,0,1,0,0,1,0,0,12,0,7.02554,5
34,45,0,1,0,0,1,0,0,12,0,7.08841,6
35,45,0,1,0,0,1,0,0,12,0,7.1309,7
8,50,0,0,0,1,0,0,0,13,0,6.39693,1
9,50,0,0,0,1,0,0,0,13,0,6.51915,2
10,48,0,0,0,1,0,0,0,13,0,6.60394,3
11,50,0,0,0,1,0,0,0,13,0,6.73815,4
12,49,0,0,0,1,0,0,0,13,0,6.84268,5
13,48,0,0,0,1,0,0,0,13,0,6.90776,6
14,50,0,0,0,1,0,0,0,13,0,7.09008,7
3,43,0,0,0,0,1,0,0,17,0,6.17379,1
4,38,0,0,0,0,1,0,0,17,0,6.33683,2
5,36,0,0,0,0,1,0,0,17,0,6.35437,3
6,36,0,0,0,0,1,0,0,17,0,6.39526,4
7,36,0,0,0,0,1,0,1,17,0,6.55108,5
8,37,0,0,0,0,1,0,1,17,0,6.68461,6
9,38,0,0,0,0,1,0,0,17,0,6.73102,7
20,48,1,1,0,0,1,0,1,11,0,6.16331,1
21,47,1,1,0,0,1,0,1,11,0,6.24222,2
22,48,1,1,0,0,1,0,1,11,0,6.36647,3
23,47,1,1,0,0,1,0,1,11,0,6.44254,4
24,47,1,1,0,0,1,0,1,11,0,6.51026,5
25,45,1,1,0,0,1,0,1,11,0,6.62407,6
26,47,1,1,0,0,1,0,1,11,0,6.71538,7
7,50,0,0,1,1,0,1,0,12,0,5.90808,1
8,50,0,0,1,1,0,1,0,12,0,5.92693,2
9,51,0,0,1,1,0,1,0,12,0,6.10702,3
10,51,0,0,1,1,0,1,0,12,0,6.26149,4
11,48,0,0,1,1,0,1,0,12,0,6.26149,5
12,50,0,0,1,1,0,1,0,12,0,6.31716,6
13,50,0,0,1,1,0,1,0,12,0,6.42487,7
19,46,0,0,0,1,1,0,0,9,0,6.07993,1
20,52,0,0,0,1,1,0,0,9,0,6.07993,2
21,51,0,0,0,1,1,0,0,9,0,6.13773,3
22,50,0,0,0,1,1,0,0,9,0,6.18826,4
23,51,0,0,0,1,1,0,0,9,0,6.18826,5
24,51,0,0,0,1,1,0,0,9,0,5.96615,6
25,52,0,0,0,1,1,0,0,9,0,6.01616,7
32,50,1,0,1,0,1,0,1,9,0,6.47697,1
33,48,1,0,1,0,1,0,1,9,0,6.53669,2
34,45,1,0,1,0,1,0,0,9,0,6.58617,3
35,38,1,0,1,0,1,0,1,9,0,6.67203,4
36,28,1,0,1,0,1,0,1,9,0,6.80239,5
37,44,1,0,1,0,1,0,1,9,0,6.93731,6
38,46,1,0,1,0,1,0,1,9,0,7.04752,7
25,45,1,0,1,0,1,0,1,12,0,6.54679,1
26,48,1,0,1,0,1,0,1,12,0,6.68461,2
27,42,1,0,1,0,1,0,1,12,0,6.90776,3
28,36,1,0,1,0,1,0,1,12,0,6.69456,4
29,48,1,0,1,0,1,0,1,12,0,6.90776,5
30,34,1,0,1,0,1,0,1,12,0,6.93828,6
31,34,1,0,1,0,1,0,1,12,0,7.04839,7
12,48,0,0,0,1,1,0,0,13,0,6.90575,1
13,50,0,0,0,1,1,0,0,13,0,6.90575,2
14,50,0,0,0,0,1,0,0,13,0,7.34278,3
15,49,0,0,0,0,1,0,0,13,0,7.47591,4
16,49,0,0,0,1,1,0,0,13,0,7.50108,5
17,49,0,0,0,1,1,0,0,13,0,7.21744,6
